79	585	575	368	350	585	321	803	210
15	394	583	874	658	110	525	706	367
261	821	996	953	923	88	308	634	317
12	338	361	689	516	920	999	369	121
212	510	967	448	408	608	474	840	651
392	178	689	798	690	980	168	148	295
66	590	810	918	296	33	493	878	847
767	465	514	957	945	1000	239	150	727
741	83	131	535	786	734	651	605	708
506	114	576	812	362	561	67	700	275
926	398	929	571	868	170	814	471	909
713	693	29	458	315	313	588	104	627
521	175	954	320	40	487	846	311	763
809	877	744	334	702	1000	304	259	784
315	285	588	603	156	667	106	679	229
469	612	808	564	190	613	205	905	177
757	396	588	739	764	511	784	626	625
95	829	546	145	466	363	62	402	419
273	783	972	230	812	326	46	331	488
425	37	750	334	59	555	600	705	151
964	520	952	420	861	721	762	651	916
107	334	670	41	131	940	575	594	333
15	731	485	318	76	920	691	832	867
134	198	541	422	186	286	428	38	683
134	901	540	391	77	950	342	654	451
211	200	448	57	76	626	537	775	789
300	274	887	117	379	688	517	604	611
332	28	70	7	624	655	449	382	34
816	335	302	739	267	454	182	810	647
897	588	88	712	597	73	957	616	378
968	744	14	16	991	954	817	653	566
827	381	635	405	69	901	687	841	746
283	481	725	886	334	662	726	934	584
509	895	482	77	826	738	138	37	576
367	717	868	844	590	314	623	811	690
637	471	191	339	793	814	943	218	654
444	921	88	781	863	209	564	879	602
288	317	220	246	498	805	8	147	545
986	226	785	939	518	195	392	326	293
578	372	658	378	404	336	639	225	319
259	649	7	16	654	91	276	492	554
635	182	730	276	924	360	558	704	166
716	738	20	906	352	226	86	632	256
390	742	883	73	568	474	409	859	154
948	30	230	637	449	360	679	545	530
799	969	178	288	597	539	944	680	91
834	41	302	880	817	555	629	572	241
307	42	382	553	175	477	849	329	317
667	111	52	464	387	30	954	355	794
415	1000	711	94	970	935	690	542	562
559	558	179	594	808	8	893	798	245
820	326	241	957	896	791	623	141	331
854	997	857	503	622	94	868	487	704
713	472	299	486	863	294	244	63	493
59	551	110	248	489	340	10	884	298
119	722	1000	633	446	616	119	927	840
490	313	81	873	536	730	785	600	875
913	850	59	141	112	329	88	203	212
945	32	490	842	290	86	323	28	717
929	117	92	138	121	395	23	346	686
291	879	428	42	665	390	387	635	5
246	146	757	267	589	866	310	208	694
663	183	167	688	109	789	260	84	380
464	646	862	679	552	349	223	224	477
245	216	546	199	65	326	43	386	770
71	400	892	523	731	682	40	700	609
357	91	879	797	871	538	963	217	76
358	277	493	300	961	356	608	492	358
908	691	921	647	923	887	675	258	61
291	305	955	919	265	286	391	485	114
953	720	818	953	670	765	112	50	258
62	977	479	389	805	920	758	711	797
427	261	525	918	944	962	916	749	769
783	264	707	987	567	694	694	81	813
501	32	982	984	293	549	776	46	583
399	620	863	316	925	434	174	313	487
39	167	425	697	718	786	139	617	559
762	164	157	824	193	418	359	337	481
892	800	436	587	10	591	988	345	207
738	643	856	513	212	277	577	229	142
165	565	527	297	402	427	113	630	122
680	415	35	264	943	904	785	464	78
125	662	398	188	674	945	471	843	222
729	610	770	588	904	711	553	479	174
871	563	19	65	165	360	196	521	870
38	681	52	775	451	162	827	608	494
886	760	840	476	868	996	317	25	365
518	72	100	913	684	528	218	700	16
265	9	763	648	521	479	390	322	633
246	18	530	475	937	659	987	979	635
3	327	983	270	30	899	196	114	810
156	807	513	334	161	292	825	550	477
111	992	357	546	582	382	463	899	158
333	825	665	891	750	351	852	167	610
413	796	706	701	878	524	114	69	716
342	142	106	2	575	705	270	143	59
962	78	694	402	346	914	751	411	951
160	697	607	992	314	812	469	590	794
524	985	422	180	958	553	679	796	798
595	637	332	826	160	104	911	743	664
34	990	23	357	260	631	499	336	535
709	866	200	429	600	993	499	210	981
539	815	792	767	470	615	454	633	846
98	658	483	231	651	219	196	287	950
827	723	798	910	293	353	245	670	653
337	374	381	129	825	755	719	265	128
548	800	853	315	886	759	641	549	146
526	467	388	504	728	79	958	647	555
252	333	178	159	912	285	942	9	265
630	579	880	840	790	365	109	201	373
471	934	386	432	276	430	706	58	509
60	276	404	706	763	818	147	220	202
652	736	541	913	91	936	110	716	64
253	463	361	313	203	770	678	503	380
430	980	649	264	104	973	225	3	749
339	530	764	636	387	488	262	337	33
200	566	750	449	28	490	530	729	962
600	672	793	465	826	722	728	548	135
505	989	137	859	984	477	242	950	188
86	714	128	249	237	823	257	676	797
605	118	342	727	170	701	696	383	349
651	809	844	594	220	109	46	588	265
302	826	898	52	876	175	899	41	562
752	368	5	705	556	830	679	861	339
871	468	463	61	864	69	63	547	414
353	343	301	21	492	928	676	399	842
719	631	707	9	531	183	839	841	778
307	702	478	763	330	723	898	980	633
466	713	827	75	967	950	466	23	574
887	624	53	64	481	240	486	97	707
607	1000	598	351	87	404	642	255	217
125	88	799	165	901	844	419	695	562
463	437	664	46	871	16	635	400	201
823	865	463	648	744	433	317	876	445
349	797	698	212	62	274	752	791	410
693	990	744	53	210	19	787	353	539
757	522	790	14	682	184	860	806	117
663	755	802	929	287	57	901	605	850
883	417	301	710	577	306	982	882	885
592	564	360	834	448	831	739	768	534
528	400	318	927	711	561	56	206	109
580	232	999	256	608	893	368	433	238
174	93	880	277	66	672	358	452	275
166	785	861	639	741	396	390	614	209
244	158	654	989	337	332	854	535	57
510	680	628	280	555	112	367	680	701
606	437	390	836	39	760	922	106	48
405	332	345	601	364	266	176	200	46
121	833	692	702	161	453	137	98	821
450	893	344	610	267	496	396	850	685
261	234	351	235	839	379	873	500	7
730	697	278	208	964	209	997	495	285
381	549	565	243	40	131	349	747	520
101	986	159	519	156	502	373	342	545
151	341	637	249	63	857	448	902	535
675	185	287	90	349	913	490	328	172
315	536	662	405	244	482	45	895	621
830	798	685	98	687	872	560	754	280
544	729	767	360	841	863	570	940	347
259	666	886	928	309	512	558	705	551
973	602	398	922	628	735	56	821	518
776	293	578	486	198	439	166	419	282
169	320	172	970	473	972	154	110	83
598	892	422	728	438	52	292	973	553
348	735	27	509	872	746	192	916	466
188	182	763	43	939	512	203	288	823
684	220	374	341	461	414	577	107	862
221	271	455	912	577	95	740	187	918
298	296	350	666	40	990	972	948	244
742	372	589	699	286	302	129	494	351
842	432	690	16	257	71	44	942	406
838	568	396	982	508	382	445	115	248
755	356	648	372	544	134	136	12	979
929	982	113	1	786	292	277	206	797
277	590	139	801	355	856	758	176	710
458	200	813	121	523	226	974	278	259
536	527	615	34	964	360	974	775	381
470	633	174	974	639	34	423	653	635
87	810	998	912	250	696	538	135	97
992	947	389	797	853	339	169	76	937
904	741	150	565	111	757	782	694	679
707	718	884	216	592	482	175	7	511
815	438	190	562	41	48	91	140	499
713	970	947	78	762	960	1	2	976
186	762	684	540	177	424	32	8	458
284	60	802	132	593	320	899	204	846
793	399	292	74	955	533	97	196	752
516	23	26	215	778	347	139	398	167
470	207	857	358	500	835	892	458	706
460	153	28	630	373	526	878	103	960
350	843	909	126	176	51	304	43	586
555	129	114	800	59	813	728	843	361
377	983	839	587	996	721	182	565	526
386	604	182	48	786	211	78	234	639
947	552	955	776	874	474	743	333	717
893	511	787	545	676	694	136	801	950
56	784	787	198	952	683	162	287	1
628	672	975	124	396	876	458	437	784
91	167	796	530	678	691	496	316	681
275	19	485	837	285	391	131	518	81
602	851	714	690	514	391	433	750	969
23	924	636	465	534	620	300	294	804
417	501	226	293	921	100	105	313	192
722	230	728	151	679	692	120	156	28
942	114	349	169	4	608	393	545	988
453	33	714	19	979	376	915	998	338
946	625	829	595	161	193	390	711	56
984	27	376	275	807	547	537	73	507
568	900	933	587	364	175	731	503	994
104	334	607	104	550	910	752	86	391
82	42	130	324	317	636	757	933	505
384	420	334	650	529	716	947	397	763
816	660	186	680	928	882	154	552	619
56	314	988	354	882	612	999	273	484
978	509	652	174	268	762	894	864	444
850	459	577	828	729	43	667	692	60
763	500	655	567	623	451	974	895	2
755	187	311	860	35	495	526	363	379
20	37	629	856	571	380	792	697	415
209	749	426	617	119	492	462	818	661
438	641	130	721	848	66	981	127	447
491	166	20	822	863	905	110	255	257
639	416	62	459	490	264	741	99	427
185	187	516	8	513	825	245	917	600
331	163	918	554	846	973	117	743	750
369	976	464	648	524	717	238	391	566
683	456	796	421	759	98	786	493	926
694	865	334	700	322	750	512	893	152
78	84	737	159	99	2	457	441	688
51	192	93	15	187	963	102	617	965
242	259	405	954	174	330	934	686	895
933	166	625	636	980	535	95	716	399
521	141	306	551	341	881	380	521	153
926	963	866	924	41	988	7	923	607
167	903	570	490	160	717	224	507	300
875	794	105	536	43	383	659	516	766
651	175	741	162	191	502	710	394	464
544	48	155	76	813	498	554	998	190
70	850	246	596	383	188	405	524	237
689	606	666	50	640	354	607	975	402
724	942	82	925	488	994	962	949	645
535	636	398	797	521	459	810	405	540
160	530	986	158	280	329	974	617	723
36	481	693	744	580	266	945	640	76
168	380	71	859	932	221	927	721	449
591	182	530	665	481	228	556	553	902
447	805	184	474	755	430	307	473	317
206	765	564	86	835	662	742	869	319
243	708	939	343	262	970	586	369	634
968	678	214	978	142	145	496	257	322
721	656	151	569	172	81	900	451	306
462	136	837	981	760	703	607	184	245
680	488	165	753	759	346	977	211	45
287	813	628	569	57	916	473	782	755
320	422	258	103	303	267	286	619	770
487	498	92	178	110	139	565	795	506
858	387	978	168	521	834	774	682	446
731	624	432	183	161	263	692	989	456
964	271	662	122	783	919	551	990	942
957	102	477	769	873	642	91	998	108
82	141	90	489	682	962	289	208	588
490	971	770	447	886	283	500	130	729
66	150	606	559	627	140	848	53	461
659	204	44	467	570	799	174	657	814
696	437	794	765	876	620	120	352	630
873	449	468	874	312	888	750	423	16
777	258	279	97	615	486	565	319	522
663	967	290	197	234	510	860	355	948
545	540	882	42	203	1	631	128	686
744	129	378	986	453	321	235	908	794
925	998	684	674	218	152	998	341	908
863	911	213	774	611	744	599	876	707
29	106	52	969	60	356	946	803	484
238	901	112	962	298	250	808	947	278
567	180	743	644	73	11	936	880	351
138	654	281	765	238	403	269	597	632
540	432	107	84	186	531	992	812	283
137	710	408	598	765	23	495	864	692
938	611	594	735	331	261	393	634	747
926	171	230	839	850	295	246	64	79
123	723	74	728	163	810	263	203	544
200	928	673	158	532	345	431	864	311
313	853	406	695	587	818	578	768	692
178	638	391	544	381	106	624	451	760
89	209	528	736	780	718	84	295	836
372	893	624	475	406	49	638	236	345
356	602	980	717	153	555	419	279	325
419	597	940	506	462	715	409	833	587
158	768	288	646	374	118	253	760	492
818	321	814	892	642	882	135	153	284
611	164	438	28	170	308	485	128	564
52	72	355	725	445	670	671	406	100
943	106	646	135	751	600	697	167	845
734	450	694	180	67	199	272	347	333
916	278	843	349	801	174	682	779	611
189	483	303	882	713	448	593	947	415
552	182	468	108	169	157	372	510	142
534	751	934	414	895	794	999	289	167
712	74	692	887	770	265	442	967	516
352	108	283	219	267	685	817	250	44
286	789	330	291	55	640	251	88	746
709	937	358	767	366	759	632	445	679
135	356	32	973	264	893	119	88	228
900	229	644	224	29	516	820	331	184
517	783	715	441	93	647	481	634	251
452	209	304	674	62	120	953	526	471
366	645	969	551	400	408	503	707	693
422	936	750	14	27	91	45	442	428
494	807	271	202	211	412	572	692	941
345	366	586	472	295	264	747	317	434
838	844	489	332	368	164	535	667	612
93	328	402	533	90	371	548	974	672
419	160	519	649	274	966	772	940	904
749	786	109	575	987	21	64	682	768
443	407	443	966	733	804	511	367	675
386	37	757	983	265	257	745	137	165
248	155	230	623	304	527	820	347	41
436	832	590	488	929	512	332	979	632
966	136	431	64	386	955	758	954	699
615	269	654	837	86	955	390	486	204
625	12	318	347	290	584	749	364	180
535	298	448	698	458	704	547	122	69
358	891	25	773	364	997	934	950	107
257	931	483	931	625	276	442	728	737
151	248	823	207	795	706	38	946	360
589	130	796	731	850	391	110	192	552
998	924	147	699	644	521	488	372	110
293	444	758	864	359	124	481	267	983
875	666	428	647	923	408	886	236	190
226	364	445	424	516	836	779	618	459
399	925	383	225	536	440	608	854	268
699	609	353	237	321	350	748	89	315
524	642	247	425	357	841	184	650	19
242	328	754	275	967	483	630	785	534
679	179	303	900	174	32	334	962	615
571	630	182	977	150	901	388	961	80
546	726	217	311	153	501	516	515	304
683	102	753	29	374	542	402	713	641
121	386	485	546	522	552	667	817	379
588	205	861	325	137	378	141	149	300
10	178	506	171	915	779	733	433	562
209	128	759	591	878	361	273	202	192
31	343	155	678	71	771	475	621	649
223	975	762	967	876	97	552	241	966
546	103	861	614	798	677	499	353	692
818	941	18	792	112	467	827	393	749
865	922	646	790	232	384	80	863	340
520	321	40	595	685	346	267	533	390
728	509	947	426	373	251	508	280	278
592	87	564	355	76	612	846	759	169
564	514	922	836	714	443	247	545	490
28	647	715	360	376	478	41	254	560
895	402	355	296	296	74	68	903	8
137	540	770	944	236	953	695	453	903
637	673	710	39	566	984	393	809	925
437	702	70	839	67	11	882	368	80
132	922	436	436	197	786	654	621	449
361	47	589	103	336	488	964	394	498
95	779	316	885	965	501	946	863	84
709	620	165	515	239	781	347	388	171
722	177	377	281	998	317	63	539	128
941	444	252	752	797	657	896	932	412
683	721	735	583	899	705	923	168	284
788	178	131	656	307	5	2	20	948
746	116	251	743	941	755	451	888	147
905	777	979	387	962	477	461	39	101
944	838	108	775	767	347	415	456	558
129	225	248	587	276	526	763	144	786
642	827	657	977	285	298	664	663	377
785	794	842	834	93	411	630	222	61
462	915	934	257	529	125	987	773	206
719	940	18	349	224	347	271	368	125
944	974	576	207	441	204	124	60	766
874	520	898	501	654	150	54	847	435
465	118	210	278	571	810	542	678	423
234	84	841	918	544	822	600	912	798
574	646	731	731	960	579	522	926	11
896	951	987	346	535	950	609	931	104
21	938	78	718	714	95	170	554	946
42	647	239	534	753	708	658	636	668
142	121	244	283	294	230	544	181	520
994	904	998	223	61	158	149	50	960
368	834	396	467	705	6	657	198	913
925	869	859	67	400	251	735	666	904
807	493	861	750	43	186	765	490	907
11	199	664	679	439	140	772	284	152
695	715	655	734	546	2	387	310	811
49	729	297	425	178	685	607	510	277
181	45	34	137	848	809	152	298	807
734	180	109	407	172	983	594	672	978
815	986	183	579	958	943	275	819	962
608	41	816	198	635	627	521	385	752
407	646	860	179	521	575	790	347	250
775	466	198	875	468	863	264	15	930
270	729	76	13	488	842	977	898	986
663	384	702	587	442	962	184	650	791
903	213	690	472	285	563	487	309	767
824	836	264	477	135	974	313	943	52
891	459	631	635	962	625	682	116	25
233	142	642	746	243	708	169	313	355
416	940	757	676	726	380	880	648	928
784	195	348	365	612	324	615	945	161
53	975	3	595	912	405	462	361	618
551	705	813	512	676	226	2	223	641
628	306	226	749	634	982	364	279	902
416	654	124	620	568	445	61	462	41
549	591	106	541	886	507	390	180	923
789	558	52	812	119	138	317	820	706
935	124	736	95	744	391	524	551	196
571	750	5	867	926	386	922	949	54
235	818	857	816	788	664	694	449	929
217	535	682	196	730	413	146	236	110
880	709	402	766	106	372	310	168	94
770	598	540	524	89	630	787	772	165
143	17	991	123	662	437	849	988	608
985	455	875	946	516	109	173	942	685
207	499	988	583	978	208	386	778	428
795	762	849	916	876	842	175	152	415
282	523	575	265	340	569	691	711	268
842	625	399	303	807	192	25	369	451
456	75	4	71	451	83	844	77	237
744	744	812	788	495	17	962	751	643
51	606	301	704	435	700	698	955	376
255	628	553	305	621	670	437	894	160
798	988	627	33	965	801	23	36	954
911	360	185	339	657	379	799	522	468
826	763	227	220	814	31	992	666	387
9	878	482	20	365	308	543	478	826
600	128	403	631	536	578	991	971	457
823	960	908	790	9	303	555	331	688
144	558	39	631	110	611	629	846	517
226	261	875	28	927	606	97	70	908
337	481	809	673	727	478	659	75	942
313	396	739	457	164	612	678	935	380
494	866	583	354	131	921	689	739	761
334	711	869	602	838	785	672	624	620
508	990	775	503	601	372	309	116	130
295	457	94	471	110	298	74	44	608
260	500	697	266	407	12	793	529	459
761	329	676	554	679	205	988	350	81
127	742	532	718	480	687	413	364	413
160	369	104	352	359	967	482	50	897
42	429	587	178	282	235	205	171	248
378	970	742	895	59	241	448	449	557
606	53	822	951	862	679	15	315	5
973	693	336	872	229	126	337	296	296
161	137	326	818	105	863	267	284	345
256	617	252	567	650	599	578	114	608
484	54	623	876	294	718	291	649	569
415	723	73	792	260	991	445	393	743
259	554	655	381	652	526	965	816	610
783	768	179	522	482	331	82	73	225
818	965	726	632	307	939	34	55	126
437	604	120	960	21	597	157	430	847
72	981	123	207	1000	176	43	593	188
26	173	12	472	445	14	844	193	896
986	515	313	347	337	947	948	131	62
10	552	520	849	355	986	88	995	143
871	45	601	314	439	362	525	327	599
537	736	30	298	721	121	68	749	641
53	149	695	588	916	285	142	692	492
16	981	613	443	525	514	520	890	924
19	212	320	682	928	572	451	206	897
162	585	495	532	851	518	978	525	457
301	953	165	901	596	28	596	555	125
437	122	18	411	252	604	301	144	992
244	207	460	257	821	633	684	450	18
636	236	219	741	167	610	69	943	627
482	513	126	569	267	414	460	404	365
815	29	308	165	492	760	959	56	236
261	256	807	656	684	718	901	491	996
190	547	413	851	891	771	235	145	942
656	88	353	88	556	473	81	346	29
12	893	615	650	405	439	628	878	814
34	844	589	909	146	50	906	615	758
817	342	843	796	33	498	107	831	226
276	896	572	513	837	871	457	643	771
543	738	382	921	802	327	558	465	741
787	698	314	1000	159	189	428	169	594
361	742	120	759	254	988	565	324	872
403	883	575	280	714	466	652	833	346
755	863	706	728	302	563	73	504	500
2	999	225	967	544	294	579	492	855
825	273	733	851	736	103	577	246	509
64	880	627	638	933	559	829	377	582
675	336	941	393	323	205	834	142	967
344	9	392	266	285	657	51	341	541
205	811	63	692	110	953	462	100	704
162	584	111	136	620	39	318	111	524
435	606	120	672	948	340	850	618	120
63	631	902	658	637	316	37	586	437
432	433	160	759	464	544	803	207	174
745	860	465	657	627	593	718	896	721
94	411	233	685	602	93	819	82	773
766	813	403	201	235	848	27	872	944
815	558	793	539	771	605	467	499	537
551	427	521	691	882	48	24	376	316
596	852	392	662	635	318	289	385	613
470	72	181	571	708	615	153	130	999
816	586	820	554	283	118	701	192	622
55	145	736	497	345	555	282	536	604
874	152	502	820	389	671	408	887	380
831	211	703	662	602	318	943	322	899
385	16	550	208	212	291	330	689	185
102	847	359	659	397	896	855	274	776
483	483	777	853	544	104	920	599	290
434	70	457	139	919	289	622	303	589
926	101	344	387	187	321	265	470	82
231	790	54	178	504	683	154	582	129
4	120	43	851	672	259	504	449	682
508	681	598	217	909	861	296	818	941
327	484	921	805	881	378	94	769	958
85	498	250	438	671	970	336	424	290
356	731	271	299	915	94	198	147	985
826	433	860	763	645	823	138	690	175
941	177	669	903	366	980	244	182	195
569	404	507	669	278	398	161	498	863
109	524	742	942	19	877	899	848	901
800	548	291	450	255	334	88	713	481
332	731	97	513	886	30	271	116	399
521	367	935	556	818	380	966	314	865
250	530	696	97	192	282	679	498	129
704	408	509	823	462	557	974	759	81
164	730	913	583	42	738	278	879	113
724	361	601	32	187	46	944	17	475
145	951	749	696	960	626	337	935	605
742	859	206	50	764	482	453	305	891
245	269	953	341	464	850	621	495	610
129	477	79	115	96	578	153	592	599
552	726	779	956	512	265	481	349	674
558	254	27	763	833	859	34	471	893
540	773	244	14	814	449	251	284	210
392	871	751	833	297	697	367	707	717
795	183	744	496	493	123	350	215	601
905	194	686	46	816	251	369	357	962
111	632	997	597	411	291	167	412	169
558	1	221	9	218	234	383	438	981
812	165	271	443	34	915	67	246	504
43	719	10	318	104	248	914	145	203
958	70	337	788	320	784	69	189	506
262	983	831	69	247	703	952	822	709
802	36	583	625	957	472	542	370	551
605	191	790	583	278	163	854	875	362
721	347	709	171	829	528	740	507	830
407	737	779	136	735	574	552	915	245
387	508	26	839	381	985	604	354	959
487	264	654	284	525	801	265	155	727
864	798	720	998	640	634	928	452	518
646	397	203	871	704	179	463	500	385
758	460	633	347	864	387	271	512	851
540	404	573	732	7	511	609	8	429
925	180	526	629	126	462	281	408	463
786	767	585	167	232	425	561	561	355
34	865	287	658	77	820	365	21	614
178	554	428	602	82	145	324	356	488
445	313	41	710	58	592	213	361	956
660	687	278	569	766	46	157	220	334
191	490	669	999	224	21	246	895	254
542	220	594	250	263	635	895	284	176
71	996	33	151	292	268	27	822	314
133	67	539	336	115	766	922	239	82
299	904	289	890	589	308	767	254	754
913	772	14	69	973	904	94	797	456
482	786	539	292	388	537	155	726	763
442	23	280	401	116	299	565	551	186
765	260	416	842	718	11	236	6	713
114	877	409	884	906	332	398	285	56
475	257	422	260	476	243	521	354	28
641	432	95	1000	749	216	584	987	996
583	210	23	527	769	600	238	306	73
205	281	942	733	171	729	945	160	372
50	888	378	57	916	604	791	540	743
100	238	682	127	421	777	741	967	254
133	492	581	392	137	492	555	859	924
749	397	200	969	424	404	834	319	147
555	886	191	141	120	203	410	945	994
691	476	329	780	990	532	628	280	254
725	393	77	415	337	218	986	87	813
443	61	514	570	651	728	552	839	109
878	41	260	8	629	703	24	291	204
462	983	28	667	270	51	862	822	440
755	37	638	596	358	344	214	241	409
497	442	541	137	671	375	923	561	610
639	675	186	162	454	962	248	552	783
722	794	738	355	80	321	731	716	417
483	552	416	512	441	259	385	606	956
120	198	979	956	770	613	786	521	794
512	206	504	702	901	369	625	304	819
551	573	993	411	395	833	311	708	75
919	73	12	722	959	751	565	498	591
821	704	607	666	654	479	121	570	204
413	901	497	811	444	939	678	123	564
454	110	259	716	323	684	635	586	870
361	45	832	735	86	208	112	869	754
20	710	91	529	398	649	138	869	119
210	413	700	844	80	838	562	453	255
864	426	834	425	572	159	923	96	51
859	578	957	799	482	270	977	604	165
530	635	601	867	592	291	9	177	35
897	808	993	698	613	12	418	405	12
690	982	753	790	406	357	631	25	793
196	534	36	369	722	829	474	177	640
33	27	610	494	200	950	397	703	210
459	407	603	329	258	479	187	477	980
428	176	169	122	802	155	125	455	447
299	397	151	600	96	377	477	585	380
75	92	396	131	434	740	202	780	284
744	12	810	712	585	258	463	772	601
198	845	276	662	216	93	100	448	148
869	579	585	466	763	288	309	582	148
558	7	695	601	770	672	982	763	670
929	85	216	321	596	351	987	936	228
397	665	373	166	448	444	313	414	212
822	242	642	752	84	447	145	920	438
241	921	59	184	524	738	826	889	219
320	629	729	240	872	721	854	197	943
82	720	39	199	89	763	476	721	333
315	544	282	110	339	468	342	603	934
325	687	81	361	181	74	219	617	243
673	792	657	400	847	577	782	83	110
721	665	824	33	290	953	521	8	57
241	983	156	47	278	227	392	77	155
736	812	668	274	593	838	461	695	957
155	17	327	571	365	204	965	875	51
877	997	671	868	599	205	133	621	358
754	430	157	271	872	144	907	206	813
889	461	519	858	179	662	689	966	212
853	663	417	866	302	378	366	389	582
253	265	862	40	406	105	600	257	21
238	763	456	720	486	142	132	807	484
337	886	382	529	357	30	367	288	442
405	216	192	863	527	415	206	574	166
608	646	167	280	461	750	197	662	303
469	331	786	484	6	948	394	992	831
530	822	94	395	869	1	168	419	512
990	71	889	128	321	103	984	62	412
735	252	725	717	137	410	332	163	965
789	343	447	299	521	31	261	95	414
349	908	309	167	946	871	250	430	848
41	307	33	495	926	34	967	114	418
550	559	687	810	162	284	21	967	754
654	237	941	578	16	82	518	510	813
439	844	473	927	385	388	646	372	204
277	283	209	420	345	741	843	284	604
300	923	323	108	736	302	917	152	976
419	361	387	800	706	526	942	140	437
91	115	667	94	166	830	817	79	847
147	123	421	189	570	207	816	751	627
992	744	634	94	11	257	188	417	239
679	250	289	16	1000	264	748	600	710
940	783	654	46	212	442	878	223	94
749	230	786	533	75	667	592	914	760
383	457	1	286	749	631	166	791	102
646	255	626	663	1000	579	303	435	385
118	592	102	489	741	172	298	185	469
823	711	163	329	55	25	816	354	72
858	232	438	739	597	791	376	631	363
87	137	155	798	867	124	105	821	250
304	367	113	56	80	544	680	261	446
182	856	209	836	864	321	351	313	246
635	393	816	178	661	407	348	977	674
742	535	219	991	878	772	126	546	124
891	583	29	659	980	725	534	292	132
147	756	95	373	171	870	693	855	385
10	783	75	231	153	410	5	449	833
550	950	918	218	955	3	713	377	135
732	46	462	758	520	261	650	63	426
681	209	144	300	231	529	667	597	762
522	459	473	735	784	25	345	784	225
240	748	569	143	137	920	199	663	908
613	184	43	856	357	122	371	592	47
553	460	71	168	359	752	784	620	830
800	95	665	458	572	551	193	266	666
737	755	90	553	229	636	378	973	214
844	107	423	467	336	605	349	51	648
610	656	666	736	832	815	747	606	264
370	709	848	143	174	348	866	433	431
203	622	364	76	255	566	650	34	81
525	359	449	833	490	134	520	744	896
98	485	539	29	949	525	658	286	122
139	364	3	337	58	177	722	410	902
